Activity,AE,W,BE,V,seqid,Length,d
antioxidative,0.0068,0.1241,0,0,1136,292,2
antioxidative,0,0,0,0,1137,485,0
antioxidative,0,0,0,0,1138,132,0
antioxidative,0.0116,0.3754,0,0,1139,259,3
antioxidative,0.0059,0.0771,0,0,1140,170,1
antioxidative,0.0084,0.1004,0,0,1141,239,2
antioxidative,0.0031,0.0507,0,0,1142,327,1
antioxidative,0.006,0.0656,0,0,1143,503,3
antioxidative,0.0025,0.1126,0,0,1144,406,1
antioxidative,0.0171,0.1633,0,0,1145,468,8
antioxidative,0.0104,0.1004,0,0,1146,193,2
antioxidative,0.0025,0.0448,0,0,1147,394,1
antioxidative,0.0159,0.2003,0,0,1148,252,4
antioxidative,0.0088,0.111,0,0,1149,227,2
antioxidative,0.0029,0.0308,0,0,1150,350,1
antioxidative,0.0084,0.1818,0,0,1151,238,2
antioxidative,0.0129,0.2376,0,0,1152,387,5
antioxidative,0,0,0,0,1153,222,0
antioxidative,0.0084,0.1197,0,0,1154,598,5
antioxidative,0.0019,0.0212,0,0,1155,535,1
antioxidative,0.0109,0.2133,0,0,1156,274,3
antioxidative,0.0111,0.1423,0,0,1157,449,5
antioxidative,0.0054,0.1176,0,0,1158,370,2
antioxidative,0.0149,0.1497,0,0,1159,201,3
antioxidative,0.004,0.0909,0,0,1160,250,1
antioxidative,0.0048,0.0913,0,0,1161,418,2
antioxidative,0,0,0,0,1162,280,0
antioxidative,0.0039,0.1111,0,0,1163,513,2
antioxidative,0.0034,0.0389,0,0,1164,297,1
antioxidative,0.0072,0.2222,0,0,1165,278,2
antioxidative,0.0063,0.0668,0,0,1166,159,1
antioxidative,0.0059,0.0912,0,0,1167,170,1
antioxidative,0.0032,0.0838,0,0,1168,314,1
antioxidative,0.0105,0.1338,0,0,1169,191,2
antioxidative,0.012,0.139,0,0,1170,417,5
antioxidative,0,0,0,0,1171,134,0
antioxidative,0.0043,0.067,0,0,1172,467,2
antioxidative,0.0063,0.0862,0,0,1173,479,3
antioxidative,0.0082,0.125,0,0,1174,244,2
antioxidative,0,0,0,0,1175,306,0
antioxidative,0.0034,0.038,0,0,1176,581,2
antioxidative,0.0068,0.1174,0,0,1177,587,4
antioxidative,0,0,0,0,1178,457,0
antioxidative,0.0044,0.1236,0,0,1179,225,1
antioxidative,0.0045,0.0761,0,0,1180,220,1
antioxidative,0.0027,0.0427,0,0,1181,364,1
antioxidative,0.0047,0.0902,0,0,1182,422,2
antioxidative,0.0034,0.0418,0,0,1183,295,1
antioxidative,0.0151,0.3002,0,0,1184,398,6
antioxidative,0.0054,0.0832,0,0,1185,370,2
antioxidative,0.002,0.0536,0,0,1186,510,1
antioxidative,0.0175,0.1947,0,0,1187,456,8
antioxidative,0,0,0,0,1188,422,0
antioxidative,0.0074,0.1426,0,0,1189,135,1
antioxidative,0,0,0,0,1190,132,0
antioxidative,0.0135,0.2394,0,0,1191,443,6
antioxidative,0.0028,0.0704,0,0,1192,352,1
antioxidative,0.0035,0.0769,0,0,1193,571,2
antioxidative,0.0315,0.2353,0,0,1194,127,4
antioxidative,0,0,0,0,1195,362,0
antioxidative,0.0074,0.0839,0,0,1196,136,1
antioxidative,0.0055,0.1066,0,0,1197,543,3
antioxidative,0.0041,0.0792,0,0,1198,483,2
antioxidative,0.0031,0.0833,0,0,1199,323,1
antioxidative,0.0024,0.0779,0,0,1200,422,1
antioxidative,0.0041,0.1254,0,0,1201,245,1
antioxidative,0.0022,0.049,0,0,1202,445,1
antioxidative,0,0,0,0,1203,125,0
antioxidative,0.0076,0.1003,0,0,1204,132,1
antioxidative,0.0046,0.1679,0,0,1205,219,1
antioxidative,0.0064,0.1255,0,0,1206,157,1
antioxidative,0.0044,0.0907,0,0,1207,227,1
antioxidative,0.0045,0.072,0,0,1208,448,2
antioxidative,0.0043,0.0481,0,0,1209,470,2
antioxidative,0.0165,0.1536,0,0,1210,121,2
antioxidative,0,0,0,0,1211,217,0
antioxidative,0.0036,0.0473,0,0,1212,276,1
antioxidative,0,0,0,0,1213,148,0
antioxidative,0,0,0,0,1214,155,0
antioxidative,0.0081,0.1328,0,0,1215,246,2
antioxidative,0.0093,0.0995,0,0,1216,321,3
antioxidative,0.0054,0.0864,0,0,1217,368,2
antioxidative,0.0116,0.2231,0,0,1218,173,2
antioxidative,0,0,0,0,1219,451,0
antioxidative,0.0105,0.1762,0,0,1220,285,3
antioxidative,0.0043,0.0623,0,0,1221,232,1
antioxidative,0,0,0,0,1222,211,0
antioxidative,0.0041,0.0764,0,0,1223,242,1
antioxidative,0.0086,0.1604,0,0,1224,466,4
antioxidative,0.0136,0.173,0,0,1225,369,5
antioxidative,0.0052,0.0811,0,0,1226,577,3
antioxidative,0.0071,0.1154,0,0,1227,423,3
antioxidative,0.0145,0.172,0,0,1228,344,5
antioxidative,0.0034,0.0561,0,0,1229,297,1
antioxidative,0.0164,0.6667,0,0,1230,122,2
antioxidative,0,0,0,0,1231,240,0
antioxidative,0.0069,0.0667,0,0,1232,145,1
antioxidative,0.0166,0.1482,0,0,1233,241,4
antioxidative,0.0144,0.25,0,0,1234,278,4
antioxidative,0.0049,0.0721,0,0,1235,412,2
antioxidative,0.0033,0.0559,0,0,1236,305,1
antioxidative,0.0033,0.0382,0,0,1237,301,1
antioxidative,0.0046,0.0764,0,0,1238,432,2
antioxidative,0.0067,0.1074,0,0,1239,449,3
antioxidative,0.005,0.0914,0,0,1240,402,2
antioxidative,0,0,0,0,1241,301,0
antioxidative,0,0,0,0,1242,209,0
antioxidative,0.0074,0.1312,0,0,1243,408,3
antioxidative,0.0057,0.0838,0,0,1244,353,2
antioxidative,0.0019,0.0419,0,0,1245,530,1
antioxidative,0.0071,0.1147,0,0,1246,565,4
antioxidative,0.0036,0.0804,0,0,1247,558,2
antioxidative,0.0048,0.0588,0,0,1248,416,2
antioxidative,0.0039,0.0713,0,0,1249,256,1
antioxidative,0.0044,0.0799,0,0,1250,454,2
antioxidative,0.0125,0.1781,0,0,1251,399,5
antioxidative,0.0076,0.0664,0,0,1252,131,1
antioxidative,0.0199,0.2147,0,0,1253,151,3
antioxidative,0.0088,0.1311,0,0,1254,566,5
antioxidative,0,0,0,0,1255,155,0
antioxidative,0,0,0,0,1256,278,0
antioxidative,0,0,0,0,1257,413,0
antioxidative,0.0101,0.1176,0,0,1258,396,4
antioxidative,0.0039,0.0668,0,0,1259,257,1
antioxidative,0,0,0,0,1260,141,0
antioxidative,0.0038,0.0473,0,0,1261,523,2
antioxidative,0,0,0,0,1262,101,0
antioxidative,0,0,0,0,1263,191,0
antioxidative,0.0042,0.0805,0,0,1264,479,2
antioxidative,0.0043,0.0437,0,0,1265,234,1
antioxidative,0,0,0,0,1266,386,0
antioxidative,0,0,0,0,1267,104,0
antioxidative,0.0143,0.2003,0,0,1268,140,2
antioxidative,0.0098,0.1204,0,0,1269,307,3
antioxidative,0,0,0,0,1270,274,0
antioxidative,0,0,0,0,1271,286,0
antioxidative,0.0052,0.1004,0,0,1272,193,1
antioxidative,0,0,0,0,1273,180,0
antioxidative,0.0047,0.0526,0,0,1274,425,2
antioxidative,0,0,0,0,1275,242,0
antioxidative,0.0042,0.0708,0,0,1276,236,1
antioxidative,0.0124,0.1425,0,0,1277,161,2
antioxidative,0.0068,0.1137,0,0,1278,585,4
antioxidative,0.0033,0.0308,0,0,1279,299,1
antioxidative,0.0037,0.0559,0,0,1280,272,1
antioxidative,0.0105,0.1173,0,0,1281,190,2
antioxidative,0.0043,0.0832,0,0,1282,232,1
antioxidative,0.003,0.067,0,0,1283,335,1
antioxidative,0.0094,0.13,0,0,1284,318,3
antioxidative,0.004,0.092,0,0,1285,253,1
antioxidative,0.0123,0.1215,0,0,1286,326,4
antioxidative,0.0177,0.2859,0,0,1287,113,2
antioxidative,0,0,0,0,1288,205,0
antioxidative,0,0,0,0,1289,179,0
antioxidative,0.0034,0.0382,0,0,1290,292,1
antioxidative,0.0033,0.0523,0,0,1291,301,1
antioxidative,0,0,0,0,1292,158,0
antioxidative,0.0095,0.0837,0,0,1293,423,4
antioxidative,0.0074,0.1065,0,0,1294,403,3
antioxidative,0.0095,0.3322,0,0,1295,105,1
antioxidative,0.0152,0.1433,0,0,1296,264,4
antioxidative,0,0,0,0,1297,146,0
antioxidative,0.0022,0.0393,0,0,1298,464,1
antioxidative,0.004,0.0763,0,0,1299,248,1
antioxidative,0.0115,0.1667,0,0,1300,174,2
antioxidative,0,0,0,0,1301,226,0
antioxidative,0.0067,0.1248,0,0,1302,447,3
antioxidative,0.0069,0.0745,0,0,1303,432,3
antioxidative,0.007,0.104,0,0,1304,431,3
antioxidative,0.0064,0.0871,0,0,1305,313,2
antioxidative,0,0,0,0,1306,390,0
antioxidative,0,0,0,0,1307,320,0
antioxidative,0.0075,0.0907,0,0,1308,133,1
antioxidative,0,0,0,0,1309,110,0
antioxidative,0,0,0,0,1310,131,0
antioxidative,0.0175,0.2218,0,0,1311,342,6
antioxidative,0.0243,0.3338,0,0,1312,206,5
antioxidative,0.0314,0.4538,0,0,1313,159,5
antioxidative,0.0042,0.0524,0,0,1314,237,1
antioxidative,0.0136,0.2003,0,0,1315,221,3
antioxidative,0,0,0,0,1316,173,0
antioxidative,0.016,0.1301,0,0,1317,187,3
antioxidative,0.0064,0.0744,0,0,1318,314,2
antioxidative,0.0142,0.1001,0,0,1319,141,2
antioxidative,0.004,0.0833,0,0,1320,250,1
antioxidative,0.006,0.1439,0,0,1321,504,3
antioxidative,0.0028,0.0523,0,0,1322,355,1
antioxidative,0.0028,0.0527,0,0,1323,358,1
antioxidative,0.0147,0.25,0,0,1324,204,3
antioxidative,0,0,0,0,1325,251,0
antioxidative,0.0066,0.1039,0,0,1326,457,3
antioxidative,0.006,0.0746,0,0,1327,336,2
antioxidative,0,0,0,0,1328,462,0
antioxidative,0,0,0,0,1329,145,0
antioxidative,0.0207,0.2727,0,0,1330,145,3
antioxidative,0.0044,0.0709,0,0,1331,451,2
antioxidative,0,0,0,0,1332,129,0
antioxidative,0.0027,0.0618,0,0,1333,366,1
antioxidative,0.0139,0.1712,0,0,1334,505,7
antioxidative,0,0,0,0,1335,119,0
antioxidative,0.0214,0.2186,0,0,1336,327,7
antioxidative,0.0169,0.1995,0,0,1337,236,4
antioxidative,0.002,0.0567,0,0,1338,510,1
antioxidative,0,0,0,0,1339,422,0
antioxidative,0.0087,0.114,0,0,1340,577,5
antioxidative,0,0,0,0,1341,335,0
antioxidative,0,0,0,0,1342,511,0
antioxidative,0.0032,0.0394,0,0,1343,308,1
antioxidative,0.0081,0.0623,0,0,1344,123,1
antioxidative,0.007,0.0667,0,0,1345,143,1
antioxidative,0,0,0,0,1346,184,0
antioxidative,0.0095,0.3322,0,0,1347,105,1
antioxidative,0.0098,0.3345,0,0,1348,205,2
antioxidative,0.0068,0.0909,0,0,1349,147,1
antioxidative,0.0046,0.059,0,0,1350,218,1
antioxidative,0.0216,0.2103,0,0,1351,185,4
antioxidative,0.0207,0.1903,0,0,1352,193,4
antioxidative,0.0049,0.0631,0,0,1353,206,1
antioxidative,0,0,0,0,1354,140,0
antioxidative,0,0,0,0,1355,292,0
antioxidative,0.0031,0.0525,0,0,1356,322,1
antioxidative,0.0074,0.1059,0,0,1357,272,2
antioxidative,0.0079,0.1181,0,0,1358,254,2
antioxidative,0.0095,0.1424,0,0,1359,105,1
antioxidative,0.0057,0.0346,0,0,1360,176,1
antioxidative,0.0042,0.0472,0,0,1361,236,1
antioxidative,0.003,0.0523,0,0,1362,331,1
antioxidative,0.0038,0.0433,0,0,1363,524,2
antioxidative,0,0,0,0,1364,185,0
antioxidative,0,0,0,0,1365,310,0
antioxidative,0.0058,0.0663,0,0,1366,343,2
antioxidative,0,0,0,0,1367,268,0
antioxidative,0.0152,0.1426,0,0,1368,197,3
antioxidative,0,0,0,0,1369,380,0
antioxidative,0,0,0,0,1370,272,0
antioxidative,0.0078,0.1371,0,0,1371,510,4
antioxidative,0.0049,0.0417,0,0,1372,204,1
antioxidative,0.0082,0.0687,0,0,1373,243,2
antioxidative,0.0021,0.0529,0,0,1374,479,1
antioxidative,0,0,0,0,1375,413,0
antioxidative,0.0023,0.0622,0,0,1376,433,1
antioxidative,0.0023,0.0557,0,0,1377,436,1
antioxidative,0.0128,0.152,0,0,1378,392,5
antioxidative,0,0,0,0,1379,174,0
antioxidative,0,0,0,0,1380,167,0
antioxidative,0.0032,0.0836,0,0,1381,313,1
antioxidative,0.0088,0.1243,0,0,1382,226,2
antioxidative,0.0039,0.0553,0,0,1383,511,2
antioxidative,0.002,0.0752,0,0,1384,489,1
antioxidative,0.011,0.1719,0,0,1385,547,6
antioxidative,0.0058,0.0931,0,0,1386,514,3
antioxidative,0.0063,0.1,0,0,1387,476,3
antioxidative,0,0,0,0,1388,453,0
antioxidative,0.0058,0.0959,0,0,1389,347,2
antioxidative,0.0049,0.0591,0,0,1390,205,1
antioxidative,0,0,0,0,1391,156,0
antioxidative,0.002,0.0267,0,0,1392,507,1
antioxidative,0.0033,0.0897,0,0,1393,299,1
antioxidative,0.0026,0.0472,0,0,1394,381,1
antioxidative,0.0161,0.2724,0,0,1395,186,3
antioxidative,0.003,0.0429,0,0,1396,329,1
antioxidative,0.003,0.084,0,0,1397,336,1
antioxidative,0,0,0,0,1398,266,0
antioxidative,0.0117,0.1834,0,0,1399,596,7
antioxidative,0.004,0.0661,0,0,1400,496,2
antioxidative,0.0101,0.1881,0,0,1401,596,6
antioxidative,0,0,0,0,1402,106,0
antioxidative,0.0131,0.1598,0,0,1403,305,4
antioxidative,0.0028,0.0524,0,0,1404,356,1
antioxidative,0.0026,0.0498,0,0,1405,383,1
antioxidative,0.0039,0.055,0,0,1406,254,1
antioxidative,0,0,0,0,1407,410,0
antioxidative,0,0,0,0,1408,279,0
antioxidative,0.0124,0.172,0,0,1409,402,5
antioxidative,0.0125,0.1667,0,0,1410,320,4
antioxidative,0.0023,0.0377,0,0,1411,426,1
antioxidative,0,0,0,0,1412,241,0
antioxidative,0.011,0.1432,0,0,1413,547,6
antioxidative,0.0068,0.1429,0,0,1414,147,1
antioxidative,0.0156,0.1763,0,0,1415,384,6
antioxidative,0,0,0,0,1416,370,0
antioxidative,0.0028,0.0436,0,0,1417,358,1
antioxidative,0.0017,0.0204,0,0,1418,577,1
antioxidative,0.0113,0.1667,0,0,1419,531,6
antioxidative,0.0089,0.0971,0,0,1420,338,3
antioxidative,0.0083,0.0741,0,0,1421,241,2
antioxidative,0.0132,0.1857,0,0,1422,380,5
antioxidative,0,0,0,0,1423,189,0
antioxidative,0,0,0,0,1424,147,0
antioxidative,0.008,0.0907,0,0,1425,374,3
antioxidative,0.0048,0.0836,0,0,1426,209,1
antioxidative,0.0017,0.037,0,0,1427,587,1
antioxidative,0.0082,0.0909,0,0,1428,244,2
antioxidative,0.0111,0.111,0,0,1429,270,3
antioxidative,0.0034,0.0389,0,0,1430,297,1
antioxidative,0.0065,0.0994,0,0,1431,306,2
antioxidative,0.0052,0.0768,0,0,1432,192,1
antioxidative,0.007,0.0994,0,0,1433,142,1
antioxidative,0.0057,0.1103,0,0,1434,174,1
antioxidative,0.0058,0.0456,0,0,1435,173,1
antioxidative,0.015,0.1622,0,0,1436,400,6
antioxidative,0.0086,0.1189,0,0,1437,581,5
antioxidative,0.0058,0.0765,0,0,1438,343,2
antioxidative,0.0164,0.1818,0,0,1439,122,2
antioxidative,0.0142,0.1204,0,0,1440,212,3
antioxidative,0,0,0,0,1441,192,0
antioxidative,0.0042,0.0672,0,0,1442,240,1
antioxidative,0.0046,0.105,0,0,1443,434,2
antioxidative,0.0125,0.2,0,0,1444,160,2
antioxidative,0.0112,0.2,0,0,1445,268,3
antioxidative,0,0,0,0,1446,385,0
antioxidative,0,0,0,0,1447,165,0
antioxidative,0.0093,0.1,0,0,1448,430,4
antioxidative,0.0046,0.053,0,0,1449,438,2
antioxidative,0.0105,0.1506,0,0,1450,287,3
antioxidative,0.0055,0.0993,0,0,1451,361,2
antioxidative,0.0085,0.1254,0,0,1452,354,3
antioxidative,0.0061,0.0909,0,0,1453,328,2
antioxidative,0.0055,0.0835,0,0,1454,182,1
antioxidative,0.01,0.2506,0,0,1455,301,3
antioxidative,0,0,0,0,1456,381,0
antioxidative,0.0052,0.0992,0,0,1457,191,1
antioxidative,0.0107,0.1288,0,0,1458,373,4
antioxidative,0.0093,0.1827,0,0,1459,216,2
antioxidative,0.0232,0.2164,0,0,1460,345,8
antioxidative,0,0,0,0,1461,105,0
antioxidative,0,0,0,0,1462,333,0
antioxidative,0.0058,0.0584,0,0,1463,171,1
antioxidative,0.0069,0.15,0,0,1464,435,3
antioxidative,0.0027,0.0372,0,0,1465,372,1
antioxidative,0,0,0,0,1466,169,0
antioxidative,0.0045,0.0874,0,0,1467,447,2
antioxidative,0.0053,0.1651,0,0,1468,187,1
antioxidative,0.0036,0.075,0,0,1469,562,2
antioxidative,0.0102,0.1765,0,0,1470,294,3
antioxidative,0.0103,0.1423,0,0,1471,290,3
antioxidative,0,0,0,0,1472,277,0
antioxidative,0.007,0.1077,0,0,1473,431,3
antioxidative,0.0043,0.1519,0,0,1474,460,2
antioxidative,0.0066,0.059,0,0,1475,152,1
antioxidative,0.0025,0.0563,0,0,1476,405,1
antioxidative,0.0095,0.0998,0,0,1477,105,1
antioxidative,0,0,0,0,1478,290,0
antioxidative,0.0138,0.1505,0,0,1479,218,3
antioxidative,0.0084,0.1138,0,0,1480,474,4
antioxidative,0,0,0,0,1481,381,0
antioxidative,0.0066,0.1176,0,0,1482,303,2
antioxidative,0.0037,0.0763,0,0,1483,268,1
antioxidative,0.005,0.0909,0,0,1484,200,1
antioxidative,0.0029,0.0533,0,0,1485,349,1
antioxidative,0.003,0.0428,0,0,1486,328,1
antioxidative,0.0083,0.166,0,0,1487,240,2
antioxidative,0.0071,0.095,0,0,1488,281,2
antioxidative,0,0,0,0,1489,134,0
antioxidative,0.0066,0.1245,0,0,1490,151,1
antioxidative,0.0027,0.0336,0,0,1491,373,1
antioxidative,0.0122,0.1396,0,0,1492,572,7
antioxidative,0.0049,0.0992,0,0,1493,405,2
antioxidative,0.0089,0.132,0,0,1494,564,5
antioxidative,0.008,0.0982,0,0,1495,503,4
antioxidative,0.0096,0.2494,0,0,1496,104,1
antioxidative,0,0,0,0,1497,206,0
antioxidative,0,0,0,0,1498,117,0
antioxidative,0.0104,0.1543,0,0,1499,193,2
antioxidative,0.0047,0.0835,0,0,1500,213,1
antioxidative,0.0035,0.0449,0,0,1501,282,1
antioxidative,0.0159,0.1179,0,0,1502,252,4
antioxidative,0,0,0,0,1503,331,0
antioxidative,0.0051,0.0668,0,0,1504,590,3
antioxidative,0.0176,0.1665,0,0,1505,227,4
antioxidative,0.0051,0.0653,0,0,1506,589,3
antioxidative,0,0,0,0,1507,117,0
antioxidative,0.0033,0.0716,0,0,1508,304,1
antioxidative,0.0031,0.0434,0,0,1509,322,1
antioxidative,0,0,0,0,1510,173,0
antioxidative,0.0024,0.0301,0,0,1511,414,1
antioxidative,0.0105,0.1601,0,0,1512,381,4
antioxidative,0,0,0,0,1513,188,0
antioxidative,0.0171,0.174,0,0,1514,234,4
antioxidative,0,0,0,0,1515,205,0
antioxidative,0,0,0,0,1516,268,0
antioxidative,0.0091,0.1248,0,0,1517,329,3
antioxidative,0.005,0.0631,0,0,1518,202,1
antioxidative,0.0022,0.0338,0,0,1519,461,1
antioxidative,0.0216,0.156,0,0,1520,231,5
antioxidative,0.0102,0.1136,0,0,1521,590,6
antioxidative,0.0034,0.036,0,0,1522,582,2
antioxidative,0,0,0,0,1523,117,0
antioxidative,0.0066,0.1667,0,0,1524,455,3
antioxidative,0.0047,0.067,0,0,1525,428,2
antioxidative,0.0263,0.2498,0,0,1526,114,3
antioxidative,0,0,0,0,1527,189,0
antioxidative,0.0082,0.1176,0,0,1528,244,2
antioxidative,0.0053,0.1035,0,0,1529,566,3
antioxidative,0.0051,0.101,0,0,1530,396,2
antioxidative,0.0033,0.0334,0,0,1531,304,1
antioxidative,0.0057,0.0955,0,0,1532,352,2
antioxidative,0.019,0.2257,0,0,1533,368,7
antioxidative,0.003,0.0579,0,0,1534,328,1
antioxidative,0.004,0.1099,0,0,1535,247,1
antioxidative,0.0048,0.0907,0,0,1536,208,1
antioxidative,0.0034,0.0381,0,0,1537,291,1
antioxidative,0,0,0,0,1538,192,0
antioxidative,0.0153,0.1247,0,0,1539,326,5
antioxidative,0,0,0,0,1540,107,0
antioxidative,0.0109,0.2133,0,0,1541,274,3
antioxidative,0.0089,0.154,0,0,1542,450,4
antioxidative,0.0096,0.1253,0,0,1543,209,2
antioxidative,0,0,0,0,1544,275,0
antioxidative,0.0037,0.0658,0,0,1545,267,1
antioxidative,0.0043,0.0473,0,0,1546,231,1
antioxidative,0,0,0,0,1547,191,0
antioxidative,0.0031,0.048,0,0,1548,325,1
antioxidative,0.0108,0.1133,0,0,1549,556,6
antioxidative,0.0058,0.1115,0,0,1550,173,1
antioxidative,0.011,0.1423,0,0,1551,362,4
antioxidative,0,0,0,0,1552,235,0
antioxidative,0.0037,0.0481,0,0,1553,273,1
antioxidative,0.0122,0.25,0,0,1554,164,2
antioxidative,0.0044,0.0713,0,0,1555,227,1
antioxidative,0.009,0.111,0,0,1556,333,3
antioxidative,0.0036,0.0764,0,0,1557,276,1
antioxidative,0.01,0.1079,0,0,1558,399,4
antioxidative,0.0065,0.0607,0,0,1559,308,2
antioxidative,0.0185,0.2639,0,0,1560,271,5
antioxidative,0.0095,0.181,0,0,1561,419,4
antioxidative,0,0,0,0,1562,184,0
antioxidative,0.0096,0.1253,0,0,1563,209,2
antioxidative,0,0,0,0,1564,161,0
antioxidative,0.0057,0.0862,0,0,1565,348,2
antioxidative,0,0,0,0,1566,500,0
antioxidative,0.0273,0.3532,0,0,1567,220,6
antioxidative,0,0,0,0,1568,227,0
antioxidative,0.0051,0.0439,0,0,1569,198,1
antioxidative,0.0031,0.0478,0,0,1570,324,1
antioxidative,0,0,0,0,1571,206,0
antioxidative,0.0111,0.1303,0,0,1572,270,3
antioxidative,0.0073,0.1299,0,0,1573,409,3
antioxidative,0.0018,0.0336,0,0,1574,561,1
antioxidative,0,0,0,0,1575,255,0
antioxidative,0.0097,0.1001,0,0,1576,516,5
antioxidative,0,0,0,0,1577,109,0
antioxidative,0.0062,0.0832,0,0,1578,161,1
antioxidative,0.0061,0.0908,0,0,1579,491,3
antioxidative,0.0033,0.052,0,0,1580,299,1
antioxidative,0.0023,0.0561,0,0,1581,439,1
antioxidative,0.0105,0.1254,0,0,1582,478,5
antioxidative,0,0,0,0,1583,200,0
antioxidative,0,0,0,0,1584,248,0
antioxidative,0,0,0,0,1585,254,0
antioxidative,0,0,0,0,1586,309,0
antioxidative,0,0,0,0,1587,442,0
antioxidative,0,0,0,0,1588,145,0
antioxidative,0.0059,0.086,0,0,1589,510,3
antioxidative,0.0074,0.1076,0,0,1590,538,4
antioxidative,0.0078,0.188,0,0,1591,386,3
antioxidative,0.004,0.0651,0,0,1592,505,2
antioxidative,0.0053,0.0742,0,0,1593,378,2
antioxidative,0.0024,0.0596,0,0,1594,422,1
antioxidative,0.0108,0.1032,0,0,1595,277,3
antioxidative,0.0084,0.087,0,0,1596,238,2
antioxidative,0,0,0,0,1597,512,0
antioxidative,0.0132,0.1857,0,0,1598,380,5
antioxidative,0.0051,0.1114,0,0,1599,393,2
antioxidative,0.004,0.092,0,0,1600,253,1
antioxidative,0.0057,0.0958,0,0,1601,353,2
antioxidative,0,0,0,0,1602,346,0
antioxidative,0.0107,0.1318,0,0,1603,468,5
antioxidative,0,0,0,0,1604,171,0
antioxidative,0.0091,0.0912,0,0,1605,441,4
antioxidative,0,0,0,0,1606,247,0
antioxidative,0.0023,0.035,0,0,1607,426,1
antioxidative,0,0,0,0,1608,227,0
antioxidative,0.01,0.1224,0,0,1609,600,6
antioxidative,0.012,0.1299,0,0,1610,249,3
antioxidative,0,0,0,0,1611,162,0
antioxidative,0.005,0.0722,0,0,1612,202,1
antioxidative,0.0033,0.0396,0,0,1613,300,1
antioxidative,0.007,0.0936,0,0,1614,428,3
antioxidative,0.0039,0.0545,0,0,1615,517,2
antioxidative,0.0028,0.0614,0,0,1616,351,1
antioxidative,0,0,0,0,1617,405,0
antioxidative,0,0,0,0,1618,477,0
antioxidative,0.0023,0.028,0,0,1619,438,1
antioxidative,0.0056,0.1102,0,0,1620,177,1
antioxidative,0.0058,0.1358,0,0,1621,515,3
antioxidative,0.0156,0.2496,0,0,1622,192,3
antioxidative,0,0,0,0,1623,167,0
antioxidative,0,0,0,0,1624,189,0
antioxidative,0.0068,0.142,0,0,1625,146,1
antioxidative,0,0,0,0,1626,257,0
antioxidative,0.0046,0.0907,0,0,1627,217,1
antioxidative,0.0038,0.0909,0,0,1628,526,2
antioxidative,0.0239,0.3842,0,0,1629,209,5
antioxidative,0.0095,0.2493,0,0,1630,105,1
antioxidative,0.004,0.4938,0,0,1631,248,1
antioxidative,0,0,0,0,1632,538,0
antioxidative,0.0179,0.188,0,0,1633,336,6
antioxidative,0.0073,0.1244,0,0,1634,409,3
antioxidative,0.0017,0.0253,0,0,1635,596,1
antioxidative,0,0,0,0,1636,187,0
antioxidative,0.0029,0.0546,0,0,1637,339,1
antioxidative,0,0,0,0,1638,177,0
antioxidative,0.0139,0.2003,0,0,1639,144,2
antioxidative,0.0063,0.1109,0,0,1640,475,3
antioxidative,0.0049,0.0875,0,0,1641,411,2
antioxidative,0.0127,0.2228,0,0,1642,158,2
antioxidative,0,0,0,0,1643,263,0
antioxidative,0,0,0,0,1644,141,0
antioxidative,0.0043,0.0721,0,0,1645,235,1
antioxidative,0.0034,0.1115,0,0,1646,295,1
antioxidative,0,0,0,0,1647,238,0
antioxidative,0,0,0,0,1648,160,0
antioxidative,0.0038,0.0456,0,0,1649,264,1
antioxidative,0.0027,0.0477,0,0,1650,371,1
antioxidative,0.0164,0.2,0,0,1651,305,5
antioxidative,0,0,0,0,1652,104,0
antioxidative,0,0,0,0,1653,235,0
antioxidative,0.0063,0.0802,0,0,1654,318,2
antioxidative,0.011,0.1251,0,0,1655,182,2
antioxidative,0.0027,0.0434,0,0,1656,370,1
antioxidative,0.0034,0.0382,0,0,1657,292,1
antioxidative,0.0029,0.0674,0,0,1658,349,1
antioxidative,0.0044,0.065,0,0,1659,458,2
antioxidative,0.0054,0.0734,0,0,1660,367,2
antioxidative,0.0072,0.0961,0,0,1661,414,3
antioxidative,0.005,0.0842,0,0,1662,404,2
antioxidative,0,0,0,0,1663,147,0
antioxidative,0.0151,0.1482,0,0,1664,265,4
antioxidative,0,0,0,0,1665,573,0
antioxidative,0,0,0,0,1666,328,0
antioxidative,0.0333,0.2939,0,0,1667,150,5
antioxidative,0.0109,0.1736,0,0,1668,366,4
antioxidative,0.007,0.1243,0,0,1669,426,3
antioxidative,0.0074,0.1162,0,0,1670,408,3
antioxidative,0.0158,0.1943,0,0,1671,443,7
antioxidative,0.0046,0.0573,0,0,1672,436,2
antioxidative,0.0167,0.2005,0,0,1673,240,4
antioxidative,0.0027,0.0475,0,0,1674,370,1
antioxidative,0,0,0,0,1675,122,0
antioxidative,0,0,0,0,1676,310,0
antioxidative,0.0026,0.0565,0,0,1677,391,1
antioxidative,0.015,0.1843,0,0,1678,467,7
antioxidative,0,0,0,0,1679,339,0
antioxidative,0.0065,0.077,0,0,1680,154,1
antioxidative,0.0093,0.2514,0,0,1681,108,1
antioxidative,0.012,0.1283,0,0,1682,417,5
antioxidative,0.0114,0.1765,0,0,1683,263,3
antioxidative,0.0034,0.0551,0,0,1684,583,2
antioxidative,0.0078,0.1248,0,0,1685,128,1
antioxidative,0.0087,0.1111,0,0,1686,115,1
